word,count,doc_count
ezidinga,8,8
yokusiza,8,8
wokulwa,8,8
nengxenye,8,8
ngezincwadi,8,8
umklomelo,8,8
ngize,8,8
yacabanga,8,8
zavela,8,8
ebunzini,8,8
esehamba,8,8
kwakungeyona,8,8
ehlekisa,8,8
ngamaphutha,8,8
obukhona,8,8
nemicimbi,8,8
ogelezayo,8,8
esingajwayelekile,8,8
langempela,8,8
ukuzibandakanya,8,8
sihlangana,8,8
esikhanyayo,8,8
nokuqondisa,8,8
wayebuza,8,8
bakwenza,8,8
nesikhulu,8,8
ngezinhlobonhlobo,8,8
okumangalisa,8,8
ukubukela,8,8
lwezingane,8,8
abanothando,8,8
engozini,8,8
manje-ke,8,8
mkhuba,8,8
akhula,8,8
umfutho,8,8
wavumela,8,8
ukukhokha,8,8
esemqoka,8,8
zihlekisa,8,8
ukuhambahamba,8,8
ahlole,8,8
kwangena,8,8
ikwazi,8,8
ehlaba,8,8
enezinyawo,8,8
namadoda,8,8
eziqeqesha,8,8
ngena,8,8
nokulungiselela,8,8
okwenzeke,8,8
wayehleka,8,8
wokubamba,8,8
usebenza,8,8
nenkululeko,8,8
akulona,8,8
nomkhaya,8,8
ukuhlaziya,8,8
ngokuqeda,8,8
kucabanga,8,8
wobuciko,8,8
yekhono,8,8
athanda,8,8
amasimu,8,8
ubomi,8,8
zithinta,8,8
zansuku,8,8
okhangayo,8,8
wawuthanda,8,8
izikhundla,8,8
ngokuthuthukiswa,8,8
ngokunembile,8,8
wayehlaba,8,8
esifundweni,8,8
nezinwele,8,8
yezemidlalo,8,8
liqhubeka,8,8
lobuhle,8,8
ngenjongo,8,8
wayegcwele,8,8
owayengumuntu,8,8
yokuhlola,8,8
kunikeza,8,8
umcabango,8,8
kobuntu,8,8
ezikhombisa,8,8
okhuluma,8,8
uyoba,8,8
okwabo,8,8
wayedlula,8,8
izinzwa,8,8
engalungile,8,8
ukunamathela,8,8
nokwenziwa,8,8
nesiqiniseko,8,8
okuthandayo,8,8
sokusebenza,8,8
zokucabanga,8,8
ndlu,8,8
kuhlangene,8,8
lingusipho,8,8
walokho,8,8
efanelekile,8,8
ungumngane,8,8
elinombala,8,8
ngenkuthalo,8,8
ukucaca,8,8
isivuno,8,8
ezizweni,8,8
nodumo,8,8
ngenkani,8,8
ngingazi,8,8
babephila,8,8
izindiza,8,8
izindleko,8,8
ukuguquka,8,8
umzuzwana,8,8
nazi,8,8
abakufundile,8,8
zabangane,8,8
ongaba,8,8
abukeka,8,8
lendawo,8,8
oluqhubekayo,8,8
yokuzwana,8,8
komlando,8,8
okungaba,8,8
ezinikele,8,8
ingxabano,8,8
ukuphikisana,8,8
kwangaphakathi,8,8
ungene,8,8
nizoba,8,8
sekupheleni,8,8
ukuzulazula,8,8
yokuphatha,8,8
esijwayelekile,8,8
izikhungo,8,8
ushaya,8,8
elidumile,8,8
bacabanga,8,8
ngokuqondiswa,8,8
ningesabi,8,8
zidalwa,8,8
esenzweni,8,8
emadodeni,8,8
afudumele,8,8
ngokuhambisana,8,8
nokubeka,8,8
sabe,8,8
ukwengeza,8,8
esibucayi,8,8
eziyigugu,8,8
nendoda,8,8
kunangaphambili,8,8
wababuka,8,8
nokukhuphuka,8,8
iphezulu,8,8
njengengane,8,8
emisebenzi,8,8
eqenjini,8,8
ukunquma,8,8
babenze,8,8
ngesifundo,8,8
bempilo,8,8
yakhiwe,8,8
ababa,8,8
ekhuphuka,8,8
ngezinqumo,8,8
ngiyamthanda,8,8
emthanda,8,8
bangaba,8,8
ngizothanda,8,8
ukuzazi,8,8
ezingase,8,8
ukuvumela,8,8
bebambe,8,8
akwenza,8,8
njengemvelo,8,8
ngokuxhumana,8,8
ukhathazekile,8,8
uzizwe,8,8
akhazimulayo,8,8
engenza,8,8
babukana,8,8
bagijima,8,8
ukusizana,8,8
nginamandla,8,8
wazisa,8,8
eqoqa,8,8
eqa,8,8
sigcine,8,8
izimpisi,17,7
kankosi,17,7
inkunzi,17,7
ngiya,17,7
izilingo,17,7
yezinyamazane,16,7
utsho,16,7
ephumelela,16,7
unothando,16,7
umvelinqangi,35,5
ngezwe,15,7
isibusiso,15,7
u-nkosinathi,34,5
bazothi,53,3
njengezulu,14,7
umkhuleko,14,7
owayengumoya,14,7
sase,14,7
makhulu,14,7
zinkanyezi,14,7
ntoni,33,5
umkhukhu,33,5
inyanga,23,6
wayehlabelela,13,7
bethanda,13,7
yegolide,13,7
umqulu,13,7
wayengomunye,13,7
likamama,13,7
uyafuna,13,7
iphethini,13,7
zobuchwepheshe,13,7
zake,32,5
undlovu,32,5
ukuthethelela,22,6
ukhulume,22,6
wadlula,22,6
yayingumqeqeshi,12,7
womkhiwane,12,7
washukumisa,12,7
komgodi,12,7
isiqeqesho,12,7
isango,12,7
babengumoya,12,7
wazigcina,12,7
entaba,12,7
mfundi,12,7
owawuthanda,12,7
amadodana,12,7
izimvula,12,7
mfundisi,12,7
zomlilo,12,7
zomfula,12,7
somthombe,12,7
oqondayo,12,7
ukubhaca,31,5
njenge,21,6
yenziwa,21,6
usihlangu,21,6
ekuthiwa,11,7
ozizwa,11,7
ukulimaza,11,7
wayecula,11,7
yizintaba,11,7
elahlekile,11,7
abadlali,11,7
uqeqeshi,11,7
izingalo,11,7
ngentshisekelo,11,7
ngizizwe,11,7
ukususa,11,7
ukugubha,11,7
izibalo,11,7
uthabo,30,5
inqola,20,6
nangu,10,7
abanesibindi,10,7
ase-afrika,10,7
bazohlala,10,7
wayekhathazekile,10,7
kobungani,10,7
nemali,10,7
kazama,10,7
imboni,10,7
ezinekhono,10,7
ngi,10,7
isithunywa,10,7
sokudla,10,7
ephambene,10,7
nezimanga,10,7
wesibindi,10,7
kungumoya,10,7
ukubonana,10,7
ngifika,10,7
ngokholo,10,7
lokudala,10,7
imihlangano,10,7
angaziwa,10,7
ukuzala,10,7
zasemanzini,10,7
ngamawala,10,7
yamomotheka,10,7
ngiqinisekile,10,7
sibindi,29,5
onesibindi,29,5
ukwethula,19,6
ngangicabanga,19,6
kamandla,9,7
wenhliziyo,9,7
ezizama,9,7
intshiseko,9,7
obandayo,9,7
babefundisa,9,7
emidala,9,7
yokulondoloza,9,7
ezihlangana,9,7
ngemimoya,9,7
wayenezinwele,9,7
ezaqhubeka,9,7
kuzokwenza,9,7
zazihlangana,9,7
zazibonakala,9,7
zazifuna,9,7
nobusuku,9,7
owayekhona,9,7
wathuthumela,9,7
nokuzithoba,9,7
yabuza,9,7
kwaqina,9,7
bavela,9,7
emgungundlovu,9,7
kwesizukulwane,9,7
nalesi,9,7
ngezinsizwa,9,7
abathandayo,9,7
nokuhlanganyela,9,7
ngemibhalo,9,7
wayibona,9,7
wajikijela,9,7
nale,9,7
ngenhlekelele,9,7
ezidla,9,7
wabambelela,9,7
obumhlophe,9,7
ngokuphathelene,9,7
ukuvuleka,9,7
somkhulu,9,7
okudla,9,7
ziphila,9,7
ukuphulukisa,9,7
nemicabango,9,7
wathuka,9,7
kombono,9,7
zithandwa,9,7
bethatha,9,7
eyedwa,9,7
njengathi,9,7
endulo,9,7
sihloniphe,9,7
nokudweba,9,7
wentaba,18,6
igugu,37,4
babengafuni,8,7
eyayithanda,8,7
bekholelwa,8,7
obungajwayelekile,8,7
ezinamaqabunga,8,7
ukulanda,8,7
ethobekile,8,7
zifundo,8,7
babezwa,8,7
wokwesaba,8,7
ngokulwa,8,7
zikhululekile,8,7
kukagogo,8,7
esidlule,8,7
ukoma,8,7
njengabo,8,7
sinamandla,8,7
eyazi,8,7
kona,8,7
alwa,8,7
nasemhlabeni,8,7
mlando,8,7
singabantu,8,7
emagqumeni,8,7
ongavamile,8,7
ngomlomo,8,7
ezaziwa,8,7
abazithandayo,8,7
wayithatha,8,7
yayenza,8,7
walwa,8,7
yaya,8,7
wamukela,8,7
ngokuzijabulisa,8,7
emile,8,7
ezinsizini,8,7
nemibhalo,8,7
lalihlala,8,7
ngekhulu,8,7
yayikhona,8,7
yimi,8,7
enezwi,8,7
ngezihlobo,8,7
ezikhululekile,8,7
amane,8,7
yabonisa,8,7
isihluthulelo,8,7
sisebenzise,8,7
ngobuholi,8,7
ukuzibuza,8,7
wajaha,8,7
yakhanya,8,7
angakwenza,8,7
wawubizwa,8,7
yeqhawe,8,7
kwalowo,8,7
induku,8,7
kwenkosi,8,7
ehlonipha,8,7
yisipho,8,7
komusa,8,7
inkawu,8,7
likalindiwe,8,7
ukugcwala,8,7
ekhaleni,8,7
ukusabalalisa,8,7
wavutha,8,7
komgwaqo,8,7
yiminyaka,8,7
angenza,8,7
ziba,8,7
kulobu,8,7
yengane,8,7
hlola,8,7
asikho,8,7
njengomusa,8,7
nokusebenzela,8,7
sizokhuluma,8,7
kwemimoya,8,7
ezingathandeki,8,7
okwamenza,8,7
ngokunakekela,8,7
sokulwa,8,7
ukungaboni,8,7
bazokwenza,8,7
ngokuziphatha,8,7
babeqeqeshwe,8,7
lokuzinikela,8,7
ngomkhuba,8,7
kwakuyithuba,8,7
ngokuthile,8,7
ngokuthobeka,8,7
nokukhulula,8,7
izikhumbuzo,8,7
yemvula,8,7
kuqina,8,7
wayehlonipha,8,7
iphephile,8,7
wayezwela,8,7
eyinhle,8,7
zazikhula,8,7
namakhono,8,7
wokuthatha,8,7
ezindawo,8,7
ungalokothi,8,7
izilinganiso,8,7
waziqhenya,8,7
usebenzisa,8,7
inzuzo,8,7
qhinga,8,7
nembali,8,7
ubizo,8,7
ngezinhlanzi,8,7
ukulungela,8,7
ezifunda,8,7
uthatha,8,7
sifika,8,7
aseningizimu,8,7
ongakwazi,8,7
nemibuzo,8,7
yemfundo,8,7
zezinsizwa,8,7
imiyalo,8,7
ezinyathelweni,8,7
ethwala,8,7
babemangala,8,7
ehlobo,8,7
ukuzisiza,8,7
amabala,8,7
noyedwa,8,7
sekhaya,8,7
wenyama,8,7
nokubamba,8,7
njengothando,8,7
kokuzama,8,7
ezinjani,8,7
abheke,8,7
okusiza,8,7
womuzi,8,7
ukuphathwa,8,7
isiphiwo,8,7
ezihambayo,8,7
nesandla,8,7
kwezingqondo,8,7
lalibukeka,8,7
bakhumbule,8,7
yamtshela,8,7
wegolide,8,7
ngokunjalo,8,7
aqhamuke,8,7
wanqamula,8,7
babehlezi,8,7
zishintsha,8,7
ka,8,7
endabeni,8,7
wasusa,8,7
ukuguqula,8,7
emisa,8,7
zimane,8,7
agqamile,8,7
kithina,8,7
bangempela,8,7
yaleyo,17,6
umdanso,17,6
esiqhingini,17,6
babesaba,7,7
belalele,7,7
yayizimisele,7,7
niyazi,7,7
zidle,7,7
zijabula,7,7
zizungeza,7,7
ansundu,7,7
odala,7,7
nezingubo,7,7
kulapha,7,7
ukululama,7,7
wawuzungezwe,7,7
yokuya,7,7
obunzima,7,7
egcwalisa,7,7
izicelo,7,7
wokunakekela,7,7
nenhle,7,7
kwalezo,7,7
engingayenza,7,7
babambe,7,7
ayehamba,7,7
ehle,7,7
kwehlobo,7,7
abamnyama,7,7
ithanda,7,7
lokufuna,7,7
yentombazane,7,7
bangenza,7,7
alinde,7,7
ekhuthele,7,7
lube,7,7
banqobe,7,7
yabuyela,7,7
akukona,7,7
nokulandela,7,7
wayeqhuba,7,7
zazingena,7,7
izithombo,7,7
nokulawula,7,7
ngumthombo,7,7
ukutholwa,7,7
ngemigwaqo,7,7
ukuzikhandla,7,7
wema,7,7
zizohlala,7,7
ezazithanda,7,7
kubangane,7,7
zavuma,7,7
ebangela,7,7
sigameko,7,7
akulungile,7,7
beqembu,7,7
zabuya,7,7
lwaqhubeka,7,7
thile,7,7
enezindlebe,7,7
zazilokhu,7,7
zazisiza,7,7
ngangokunokwenzeka,7,7
ayithandayo,7,7
nakuzo,7,7
zigcwalisa,7,7
yenziwe,7,7
aqeda,7,7
yayifana,7,7
ukukhululwa,7,7
bezwela,7,7
esaziwayo,7,7
zifana,7,7
oluvela,7,7
sesithathu,7,7
ukuzinza,7,7
ngobuhlungu,7,7
ekuthandeni,7,7
ukumenza,7,7
ekhathele,7,7
emgona,7,7
yisifundo,7,7
lomfana,7,7
yayingeyona,7,7
babeyazi,7,7
likankosi,7,7
ngezimpawu,7,7
yobuningi,7,7
okugcina,7,7
ezizwakalayo,7,7
zazithatha,7,7
bokukhula,7,7
wokuhlakanipha,7,7
kwakuyimfihlo,7,7
yensimbi,7,7
yizibonelo,7,7
ziqinile,7,7
wawuthi,7,7
eziqhubeka,7,7
wamakhulu,7,7
inhle,7,7
yokukhuthaza,7,7
esikhungweni,7,7
nangesikhathi,7,7
kokuqhubeka,7,7
nokukhulumisana,7,7
ukufisa,7,7
ngesizinda,7,7
owabona,7,7
ngokuyinhloko,7,7
zezindlela,7,7
enesandla,7,7
eqondiswe,7,7
ukuzibonakalisa,7,7
wayehlanganisa,7,7
emnene,7,7
ezibukeka,7,7
ezivame,7,7
zaphuma,7,7
imfula,7,7
yokuqeqesha,7,7
oqoshiwe,7,7
nezimila,7,7
nenjongo,7,7
akhule,7,7
yobuhle,7,7
yimithi,7,7
engaphakathi,7,7
yimibono,7,7
ezincinci,7,7
yokubuka,7,7
ezinobuhle,7,7
zokusebenzisa,7,7
owawuhlala,7,7
eqinisekisiwe,7,7
eyigugu,7,7
bayaqonda,7,7
baphume,7,7
ngilahlekelwe,7,7
nokulungisa,7,7
washada,7,7
womthombe,7,7
ungangisiza,7,7
zihlakaniphile,7,7
wayekhathele,7,7
ayefuna,7,7
abuye,7,7
wayegula,7,7
ngokuthinta,7,7
ngiqhamuka,7,7
wawushisa,7,7
ngikholelwa,7,7
ekubukeni,7,7
akakwazanga,7,7
ukwenzeka,7,7
uyeke,7,7
nobungozi,7,7
ukumemeza,7,7
wazitshela,7,7
cabanga,7,7
ezindiza,7,7
ngasezulwini,7,7
iba,7,7
wayechaza,7,7
ngobunono,7,7
yizindaba,7,7
elijabulisayo,7,7
ntambama,7,7
behlezi,7,7
babekwazi,7,7
zanikeza,7,7
eziphansi,7,7
enobuhle,7,7
angempela,7,7
bezingane,7,7
njengezinyosi,7,7
eziphuthumayo,7,7
njengawe,7,7
nelihle,7,7
ezilungile,7,7
kwakungumqondo,7,7
ezinamanzi,7,7
kwakuyini,7,7
engekho,7,7
ongayenza,7,7
waphefumula,7,7
singabona,7,7
wokuhlonipha,7,7
okuqala,7,7
wabala,7,7
okumnyama,7,7
enqobile,7,7
kwezindlela,7,7
kwanele,7,7
ukuhlangabezana,7,7
ibhodlela,7,7
ngokulalela,7,7
laseningizimu,7,7
ungase,7,7
ehluke,7,7
ngamakhaza,7,7
iphuma,7,7
ukubalekela,7,7
eyenzelwe,7,7
ukukhokhela,7,7
eziqoshwe,7,7
kweminyango,7,7
lokuthatha,7,7
elijulile,7,7
kwabasebenzi,7,7
ngokuphambene,7,7
sibonise,7,7
yodwa,7,7
yimiqondo,7,7
yasiza,7,7
wemisebenzi,7,7
nokuvuselela,7,7
wokubambisana,7,7
ezihlotsheni,7,7
okungenhla,7,7
okulungileyo,7,7
nokuqala,7,7
kobunzima,7,7
esedlula,7,7
wasinda,7,7
ahlanganisa,7,7
okuqeqeshiwe,7,7
bathuthukise,7,7
ukhomba,7,7
behlanganyela,7,7
esibuhlungu,7,7
ukuxolisa,7,7
esikhulayo,7,7
nabalingani,7,7
ngingafunda,7,7
nhlobo,7,7
ukhohlwe,7,7
eziqhumayo,7,7
onengqondo,7,7
ebanjwa,7,7
okungekho,7,7
bokwenza,7,7
ngemoto,7,7
nengxoxo,7,7
kwesiko,7,7
ngenyanga,7,7
sengqondweni,7,7
ngemikhondo,7,7
yentaba,7,7
obekwe,7,7
ufisa,7,7
eyimfihlo,7,7
ngokuhlala,7,7
wayemangala,7,7
ngumusa,7,7
ekuthandweni,7,7
ezikhundleni,7,7
azizwa,7,7
kulelo,7,7
senhliziyo,7,7
elibuthakathaka,7,7
egxuma,7,7
lezindaba,7,7
ekhulula,7,7
zimnyama,7,7
wayenesibindi,7,7
isipiliyoni,7,7
bezulu,7,7
eyayithandwa,7,7
lamandla,7,7
ukubuyisela,7,7
lehlathi,7,7
lezincwadi,7,7
ezisebenza,7,7
amalungiselelo,7,7
lalo,7,7
washayela,7,7
nangempela,7,7
ekhalela,7,7
nokukhulisa,7,7
bekwazi,7,7
sezinsizwa,7,7
izithunywa,7,7
likasipho,7,7
kukasipho,7,7
ezahlukeneyo,7,7
nothisha,7,7
ekuqinisweni,7,7
nezinyathelo,7,7
esele,7,7
njengemisebenzi,7,7
ngokufanelekile,7,7
nokudlula,7,7
wamanga,7,7
bahlezi,7,7
odumile,7,7
ukulimala,7,7
uchungechunge,7,7
isaziso,7,7
babesazi,7,7
zamatshe,7,7
nokujabulisa,7,7
isigqi,7,7
bekhipha,7,7
ukusekelwa,7,7
izithunzi,7,7
esiqeshini,7,7
kwendalo,7,7
sibheka,7,7
wendalo,7,7
ukuqwashisa,7,7
leminyaka,7,7
ezungeza,7,7
kuphinde,7,7
bashintshana,7,7
baqaqa,7,7
wayevele,7,7
nginomuzwa,7,7
imisipha,7,7
zasebenza,7,7
emaphusheni,7,7
zidlula,7,7
kwazisa,7,7
imilomo,7,7
kobungane,7,7
ukulahla,7,7
mibono,7,7
imibukiso,7,7
amagatsha,7,7
inyathelo,7,7
nokubukeka,7,7
ezingcwele,7,7
nokuphumelela,7,7
nokwakhiwa,7,7
ezihlaba,7,7
kubonakale,7,7
nenkathi,7,7
eziphawulekayo,7,7
bazobona,7,7
basabela,7,7
nomthwalo,7,7
bazwela,7,7
bazijabulisa,7,7
ukucwasa,7,7
sibambe,7,7
hhawu,7,7
ngisize,7,7
babelane,7,7
isithandwa,7,7
okungenziwa,7,7
wayenamahloni,7,7
ezingozini,7,7
kokufika,7,7
ngalutho,7,7
ngamaqembu,7,7
kwakuhamba,7,7
yavela,7,7
ngezinwele,7,7
ngokubheka,7,7
babehleli,7,7
ongaziwa,7,7
ngokwenzeka,7,7
izama,7,7
njengomsebenzi,7,7
wajika,7,7
engcwele,7,7
bezinye,7,7
benhliziyo,7,7
kokushona,7,7
nokubonisa,7,7
eziyinqaba,7,7
ahloniphe,7,7
ahlakaniphile,7,7
singazi,7,7
kuqeda,7,7
esinazo,7,7
lishona,7,7
namanje,7,7
nokulala,7,7
ezikhungweni,7,7
wabukeka,7,7
abaseduze,7,7
esivamile,7,7
iminwe,7,7
thanda,7,7
ayehlala,7,7
eziphethe,7,7
emacaleni,7,7
wamcela,7,7
sikwenza,7,7
wababonisa,7,7
nesifundo,7,7
esifuna,7,7
bazuza,7,7
zenzeka,7,7
angcono,7,7
ngandlela-thile,7,7
waqiniseka,7,7
aqoshiwe,7,7
yobungani,7,7
isho,7,7
alungise,7,7
emzabalazweni,7,7
ngiyezwa,7,7
ekucabangeni,7,7
ngokulungile,7,7
ngivela,7,7
bodwa,7,7
eyanele,7,7
yaqeda,7,7
ubonisa,7,7
exoxa,7,7
ecophelela,7,7
nemfundo,7,7
enjani,7,7
imbokodo,26,5
eyisimanga,26,5
uzenzile,45,3
uwe,45,3
izingwenya,16,6
oqineke,16,6
ngiyazithanda,16,6
ozimele,16,6
wendlu,35,4
yalibona,54,2
siyafuna,25,5
umthimkhulu,44,3
zezinkomo,15,6
ongaphezulu,15,6
omlilo,15,6
owawubizwa,15,6
ongapheli,15,6
ikhala,15,6
nala,15,6
owathanda,24,5
onomdlandla,14,6
lwandle,14,6
isibaya,14,6
sendawo,14,6
ezingadini,14,6
u-mduduzi,33,4
u-andile,33,4
umgqomo,23,5
bheki,23,5
lasethekwini,13,6
umakhelwane,13,6
ntombi,13,6
ayingqayizivele,13,6
ngendlu,13,6
wesifazane,13,6
zinja,13,6
siyathanda,13,6
ingadi,13,6
ongathanda,32,4
wam,32,4
usandile,32,4
ukhulukazi,12,6
ngangibona,12,6
obumnene,12,6
nesipho,12,6
uzandile,31,4
bephumelela,21,5
ngifike,21,5
wayezihamba,40,3
wayesithanda,11,6
yomlingo,11,6
ezingokoqobo,11,6
yafunda,11,6
baphindela,11,6
oqhumayo,11,6
limnandi,11,6
uqobo,11,6
bathula,11,6
wayengomntwana,20,5
ophumeleleyo,20,5
ufeze,39,3
olunjalo,10,6
bazofunda,10,6
ngabafundi,10,6
wayekhombisa,10,6
uyakhuluma,10,6
umbhalo,10,6
ukungezwani,10,6
othembekileyo,10,6
ezingokomoya,10,6
ngokukhulumisana,10,6
abagulayo,10,6
ngemilingo,10,6
eyayikhanya,10,6
sokubuyela,10,6
wayekhangele,10,6
kwenhlanhla,10,6
zakubo,10,6
ukuqabula,10,6
uphila,10,6
komculo,10,6
enempumelelo,10,6
engadini,10,6
zokwelapha,10,6
mkhize,29,4
mhlongo,29,4
isihlangu,19,5
khumalo,38,3
yayinkulu,9,6
ezikhaleni,9,6
omuthi,9,6
sokukhuluma,9,6
enkundleni,9,6
kuqeqeshweni,9,6
izinzwane,9,6
midlalo,9,6
ebusayo,9,6
ezinkanyezini,9,6
ibala,9,6
wayekhulukazi,9,6
sokuqina,9,6
thola,9,6
udlala,9,6
sokuhlola,9,6
engaka,9,6
zinamandla,9,6
ntombazane,9,6
u-mandla,18,5
yendlu,18,5
ombi,18,5
zesikole,8,6
nabafundi,8,6
yabizwa,8,6
engumqeqeshi,8,6
lesithathu,8,6
kwamafu,8,6
behlangene,8,6
ase-zulu,8,6
zinhlanzi,8,6
ayigugu,8,6
bazwe,8,6
ekhathala,8,6
ukuhlushwa,8,6
ngokukhuthazela,8,6
wayesithi,8,6
izwekazi,8,6
yemifino,8,6
ohlangene,8,6
yimiqondiso,8,6
wayengalindele,8,6
zinkulu,8,6
kwamaqabunga,8,6
kulwimi,8,6
ezingutsheni,8,6
ngomzuzu,8,6
yokubhala,8,6
nesithunzi,8,6
behleli,8,6
bokuphila,8,6
ebandayo,8,6
yemibala,8,6
qeqeshwa,8,6
izinambuzane,8,6
eshesha,8,6
lelizwi,8,6
ukukhungatheka,8,6
imiklamo,8,6
izinhloli,8,6
oqiniswe,8,6
wokukhuluma,8,6
elizweni,8,6
enolwazi,8,6
sikhumbule,8,6
uqinile,8,6
lamadoda,8,6
emuhle,8,6
kwasekuseni,8,6
ngeziqu,8,6
ngaqala,8,6
kwamadoda,8,6
inhloko,8,6
zomqondo,8,6
okumhlophe,8,6
kushiwo,8,6
yokubamba,8,6
unolwazi,8,6
zehlabathi,8,6
esithunzini,8,6
emadolobheni,8,6
ngaloluhlobo,8,6
ngokusekelwa,8,6
yamasiko,8,6
ama-apula,8,6
izinsongo,8,6
wayeneminyango,8,6
ngezithelo,8,6
ukugeleza,8,6
wayengafundi,8,6
zingase,8,6
emculweni,8,6
ezitshalweni,8,6
ubukeka,8,6
sidlale,8,6
umkhulukazi,27,4
umkulu,27,4
angikho,17,5
abangamakhulu,17,5
ithambo,17,5
imithungo,17,5
dube,17,5
izindela,17,5
umlimi,17,5
izinongo,17,5
amaphethini,17,5
ekhulwini,17,5
wayezalwa,7,6
kunesikhathi,7,6
ngeminyango,7,6
yale,7,6
bekhathazekile,7,6
zase-zulu,7,6
nendlala,7,6
oza,7,6
ngomfula,7,6
wokubona,7,6
womphakathi,7,6
nokukholwa,7,6
bukhulu,7,6
ngomzimba,7,6
qabunga,7,6
bayohlola,7,6
nokuzinza,7,6
mncane,7,6
zaphinde,7,6
wabhekisa,7,6
elalele,7,6
yayinamandla,7,6
okuthambile,7,6
sizoya,7,6
luhlaza,7,6
ihambe,7,6
kwezindaba,7,6
elwa,7,6
wayephupha,7,6
emagumbini,7,6
umculi,7,6
emibhalweni,7,6
zazisebenza,7,6
zazibonisa,7,6
ngaloo,7,6
ngokungabi,7,6
njengomkhuba,7,6
ezimfushane,7,6
bayiqonda,7,6
wukuthi,7,6
wamema,7,6
likamkhulu,7,6
ukube,7,6
yilungu,7,6
yemisebenzi,7,6
nesimilo,7,6
obunamandla,7,6
wemifino,7,6
nsizwa,7,6
ukulangazelela,7,6
wayesola,7,6
ophakathi,7,6
yayiqala,7,6
liphume,7,6
abamangalisayo,7,6
ngumlando,7,6
wayelwa,7,6
sidle,7,6
oqhamuka,7,6
asetshenziswe,7,6
kwakwenza,7,6
wesintu,7,6
ngumlobi,7,6
sokuzijabulisa,7,6
kwezwi,7,6
yamnika,7,6
nokugijima,7,6
esihlathini,7,6
ngilokhu,7,6
zazithandana,7,6
babesebenza,7,6
egcina,7,6
wanikela,7,6
kukamusa,7,6
ngomuntu,7,6
ukukubona,7,6
bachitha,7,6
lekhulu,7,6
wokufuna,7,6
isigodlo,7,6
ngokweqiniso,7,6
zikhulula,7,6
ikhambi,7,6
kuzulu,7,6
enezandla,7,6
ngingasiza,7,6
yajika,7,6
ephuthuma,7,6
ngesikhala,7,6
oqondene,7,6
nokushisa,7,6
uthuthukisa,7,6
luqala,7,6
sokuhlonipha,7,6
nezintombi,7,6
nabasebenzi,7,6
ukuvuselelwa,7,6
babejabule,7,6
ngokwedlula,7,6
isisindo,7,6
kokuthuthukisa,7,6
kokuxhumana,7,6
esikhazimulayo,7,6
zokubona,7,6
izingqikithi,7,6
nemilenze,7,6
njengezinsizwa,7,6
ngokukwenza,7,6
kwezithelo,7,6
ezimangazayo,7,6
ngezindlebe,7,6
wayemane,7,6
zasemhlabeni,7,6
maningi,7,6
yaseningizimu,7,6
kuphawula,7,6
esizindeni,7,6
unikeze,7,6
ngalesosikhathi,7,6
wabonwa,7,6
wajabulisa,7,6
somdlalo,7,6
yendalo,7,6
akubo,7,6
ehlanza,7,6
umzabalazo,7,6
zibaluleke,7,6
bangathanda,7,6
nezinsimbi,7,6
sijabule,7,6
lwamanzi,7,6
ngibuka,7,6
umngcele,7,6
kwenyama,7,6
izinqaba,7,6
wayevela,7,6
emizimbeni,7,6
ngokulinganayo,7,6
ngokukhulisa,7,6
ngesikhulu,7,6
umhlane,7,6
oqhubeka,7,6
emqoka,7,6
zihlahla,7,6
weqhwa,7,6
bekwenza,7,6
ukuqoqwa,7,6
wabasiza,7,6
ezinqoleni,7,6
uza,7,6
sisebenzisa,7,6
zisiza,7,6
mpi,7,6
isihlalo,7,6
esimeni,7,6
kwegama,7,6
okungazelelwe,7,6
okusobala,7,6
isambatho,7,6
okuye,7,6
esihamba,7,6
ngingusipho,7,6
lokuziqeqesha,7,6
nokubheka,7,6
eseqonda,7,6
ekusaseni,7,6
bani,7,6
khaya,7,6
nezindinganiso,7,6
nangezinye,7,6
somzimba,7,6
zokufundisa,7,6
kushisa,7,6
yombala,7,6
ngosipho,7,6
ithuluzi,7,6
bekhetha,7,6
yegama,7,6
zohlobo,7,6
yahleka,7,6
wayithola,7,6
ngafunda,7,6
onzulu,7,6
nihlale,7,6
nezinkolelo,7,6
ngingathatha,7,6
angizange,7,6
ucabange,7,6
yokuxazulula,7,6
nezinsiza,7,6
yeqembu,7,6
ngiyacela,7,6
ngqa,7,6
wagijimela,7,6
kwamaqembu,7,6
ezinobungane,7,6
ukuhlobisa,7,6
imiqhudelwano,7,6
wabhekana,7,6
kumayelana,7,6
wayithanda,7,6
emehlo,7,6
yamahlathi,7,6
ukwedlula,7,6
ngiyazama,7,6
nekhaya,7,6
olujabulisayo,7,6
sanibona,7,6
sithuthuke,7,6
amanothi,7,6
ngithuthuke,7,6
amabhola,7,6
kuzodingeka,7,6
singathatha,7,6
amahlandla,7,6
wamphendula,26,4
nongoma,45,2
bazobe,16,5
amahhashi,16,5
nokudansa,16,5
ulimi,16,5
kwabazali,6,6
abadlala,6,6
wayelala,6,6
anqobe,6,6
ukuxosha,6,6
nensimbi,6,6
ezinsizwa,6,6
ukubonisana,6,6
esikude,6,6
ezigijima,6,6
ziyini,6,6
zigijima,6,6
wazindla,6,6
uzohamba,6,6
ngokuphepha,6,6
kwezinhliziyo,6,6
yokwengeza,6,6
bokuqeqeshwa,6,6
kwakunguthando,6,6
abanzi,6,6
